Registro,Nombre del Buque,Longitud del Buque (Eslora),Muelle Asignado,Retraso Estimado (Horas)
11643,FERNANDITO,27.81,Fondeo no comercial,121.0
11638,MIRY ANN  D,50.04,Fondeo no comercial,46.72
11692,LA PEÑA,73.33,Fondeo no comercial,417.63
11693,CAYUDE,62.7,Internacional,193.62
11690,FRIO CONFIDANZE,92.75,Internacional,1032.9
11694,PATRICIA LYNN,32.9,Marginal,70.62
11772,MARY LYNN,33.46,Marginal,99.71
11775,FALCON,78.14,Fondeo no comercial,2309.85
11858,TUNAMAR,76.75,Internacional,431.0
11857,ROMEO,24.08,Marginal,165.03
11859,FERNANDITO,27.81,Fondeo no comercial,45.54
11860,FRIO CONFIDANZE,92.75,Fondeo no comercial,2424.0
11856,EL CONDE,33.33,Marginal,102.16
11861,CONNIE JEAN TWO,45.75,Marginal,52.68
11336,DANILO C / P-04-0604,28.5,Marginal,1123.75
11378,MILENKA C,46.0,Marginal,150.15
11405,DON ANTONIO,38.91,Marginal,109.59
11406,DIANA MARIA,36.66,Marginal,172.73
11407,FORTICA,33.28,Marginal,146.02
11433,ISLAND PRIDE Nº1,27.28,Marginal,0.01
11470,BETTY ELIZABETH,34.19,Marginal,167.47
11471,DIANA MARIA,36.66,Marginal,98.47
11472,FORTICA,33.28,Marginal,161.05
11544,MARIA FATIMA,32.4,Fondeo no comercial,-3.92
11639,BARAKA,71.67,Internacional,141.35
11698,LA ROSA MISTICA,62.17,Fondeo no comercial,304.77
11695,LUCIA T,52.52,Fondeo no comercial,172.02
11776,CURIMAGUA,78.14,Internacional,4013.26
11771,DON MARIO,50.43,Fondeo no comercial,217.54
11777,ANDREA,33.95,Marginal,239.88
11862,MARIA DEL CARMEN IV,120.55,Fondeo no comercial,29.32
11863,CHIARA,61.56,Internacional,438.74
11892,DALMACIA C,35.23,Fondeo comercial,268.82
11864,GLORIA C,31.85,Fondeo no comercial,1656.32
11865,DANILO C / P-04-0604,28.5,Fondeo no comercial,770.13
11337,AMADA ISABEL,56.94,Fondeo no comercial,334.64
11379,NORTH QUEEN,35.87,Marginal,292.16
11377,ISLAND PRIDE Nº1,27.28,Marginal,770.33
11473,ANDREA,33.95,Marginal,141.02
11572,DELIA,55.88,Fondeo no comercial,1510.29
11573,ALESSIA,56.9,Fondeo no comercial,1604.44
11581,DON RAMON,77.3,Fondeo no comercial,1618.99
11640,PS-1,56.8,Fondeo no comercial,129.22
11769,SOUTHERN QUEEN,36.8,Marginal,99.37
11770,DIANA MARIA,36.66,Marginal,1441.65
11787,ARC GLORIA,76.0,Internacional,18.51
11866,ALINA,53.85,Fondeo no comercial,34.04
11867,YARA,54.58,Marginal,67.12
11436,YELISAVA,50.4,Marginal,113.61
11435,CAP. TINO B,34.98,Marginal,234.54
11509,MONTECRISTI,39.94,Marginal,54.79
11547,BETTY ELIZABETH,34.19,Marginal,166.45
11545,GLORIA C,31.85,Marginal,126.74
11626,ROCIO,71.5,Fondeo no comercial,1631.61
11699,MEDJUGORJE / P-04-00006,60.28,Fondeo no comercial,69.24
11868,ROCIO,71.5,Fondeo no comercial,289.4
11870,IGNACIO MAR I.,49.5,Internacional,22.43
11338,NUEVA ESPERANZA.,30.2,Marginal,0.55
11380,MARUJITA (EX TXIRRIÑE),49.0,Fondeo no comercial,223.37
11437,DANILO C / P-04-0604,28.5,Marginal,267.46
11438,OCEAN LADY,37.34,Marginal,295.98
11474,MEDJUGORJE / P-04-00006,60.28,Marginal,143.53
11510,FORTICA,33.28,Marginal,408.98
11546,NORTH QUEEN,35.87,Marginal,148.16
11700,JOSELITO,32.56,Marginal,218.48
11704,VALDIVIA B/T.,86.9,Fondeo no comercial,76.2
11780,CAPT. VINCENT GANN,67.3,Fondeo no comercial,403.32
11779,MARIA ISABEL,39.13,Fondeo no comercial,33.58
11869,MARIA FATIMA,32.4,Marginal,113.0
11871,CAP. DANNY B,34.98,Marginal,1099.24
11408,EL CONDE,33.33,Marginal,147.82
11440,FORTICA,33.28,Marginal,112.7
11439,MEDJUGORJE / P-04-00006,60.28,Marginal,190.21
11511,MARY LYNN,33.46,Fondeo no comercial,64.63
11512,DIANA MARIA,36.66,Marginal,219.01
11568,DON BARTOLO,50.04,Fondeo no comercial,121.39
11565,MARIELLA (ex-Mmaría Francisca),69.66,Fondeo no comercial,34.7
11705,CHASCA,39.87,Fondeo no comercial,-6.96
11706,MARIA DE GRACIA,36.58,Fondeo no comercial,200.9
11789,KILLA,39.87,Fondeo no comercial,1798.35
11790,SANSUN RANGER,65.14,Fondeo no comercial,1802.07
11785,ALESHKA,56.93,Internacional,1838.52
11873,DOMINADOR I,46.88,Fondeo no comercial,0.85
11872,CHRISTEL I (EX TASA 311),36.44,Fondeo no comercial,29.54
11874,MEDJUGORJE / P-04-00006,60.28,Fondeo no comercial,644.65
11381,MARIA FATIMA,32.4,Marginal,215.17
11382,LUCY,42.63,Marginal,149.1
11480,VICTORIA DEL MAR,62.7,Fondeo no comercial,6.75
11479,PACIFIC TUNA,68.83,Fondeo no comercial,6.12
11477,SOUTHERN QUEEN,36.8,Marginal,102.29
11515,JOSELITO,32.56,Fondeo no comercial,196.03
11516,SOUTHERN QUEEN,36.8,Marginal,52.72
11517,FUJI,56.54,Fondeo no comercial,209.8
11514,LUCIA T,52.52,Marginal,216.98
11642,VICTORIA,113.08,Fondeo no comercial,-6.54
11644,ROMEO,24.08,Fondeo no comercial,476.02
11645,FARALLON,119.95,Fondeo no comercial,14.17
11702,GOLD TUNA,56.35,Fondeo no comercial,128.97
11707,TUNAMAR,76.75,Fondeo no comercial,76.61
11703,EILEEN MARIE,51.6,Marginal,102.23
11783,VICTORIA DEL MAR,62.7,Internacional,153.33
11797,TUNAPESCA,60.44,Internacional,27.7
11781,ROMEO,24.08,Marginal,172.89
11786,EASTERN HIGHWAY,188.03,Fondeo no comercial,28.97
11784,JOSELITO,32.56,Marginal,173.58
11875,MARIA DEL CARMEN IV,120.55,Fondeo no comercial,3.3
11876,ANDREA,33.95,Marginal,184.48
11339,OCEAN LADY,37.34,Marginal,219.77
11383,EILEEN MARIE,51.6,Marginal,159.62
11409,VICTORIA DEL MAR,62.7,Internacional,200.29
11410,MARIA DE GRACIA,36.58,Marginal,411.56
11441,SOUTHERN QUEEN,36.8,Marginal,176.65
11442,CAP. DANNY B,34.98,Marginal,176.57
11443,GLORIA C,31.85,Marginal,318.31
11481,GOLD TUNA,56.35,Fondeo no comercial,54.56
11482,EILEEN MARIE,51.6,Fondeo no comercial,55.7
11476,EL CONDE,33.33,Marginal,130.04
11567,ANDES V,96.0,Fondeo no comercial,3.86
11571,TUNA II,54.25,Fondeo no comercial,171.31
11641,LUCIA T,52.52,Fondeo no comercial,125.03
11651,BETTY ELIZABETH,34.19,Marginal,167.79
11658,MARIA DE GRACIA,36.58,Fondeo no comercial,103.34
11649,CAP. BERNY B,65.1,Fondeo no comercial,123.0
11710,CARMEN D,44.42,Internacional,6.23
11708,TUNAPESCA,60.44,Fondeo no comercial,77.06
11709,DON MARIO,50.43,Fondeo no comercial,147.77
11782,EILEEN MARIE,51.6,Marginal,1828.95
11791,MARIA DEL CARMEN VI,102.4,Fondeo no comercial,2.41
11794,NORTH QUEEN,35.87,Marginal,1922.17
11788,LUCY,42.63,Marginal,125.15
11796,PS-1,56.8,Fondeo no comercial,2383.7
11877,VICTORIA DEL MAR,62.7,Fondeo no comercial,102.48
11411,GLORIA C,31.85,Marginal,290.96
11446,JOSELITO,32.56,Marginal,198.69
11447,ALDO,47.85,Marginal,293.18
11485,MARIA DE GRACIA,36.58,Marginal,53.3
11518,PACIFIC TUNA,68.83,Fondeo no comercial,489.35
11513,CAP. TINO B,34.98,Marginal,161.56
11548,DON BARTOLO,50.04,Marginal,47.78
11647,GLORIA C,31.85,Marginal,100.45
11652,LIZI,67.29,Internacional,17.56
11653,MIRANDA,63.61,Fondeo no comercial,81.03
11655,ALTAR 21,48.0,Marginal,191.03
11648,JOSELITO,32.56,Marginal,173.69
11713,FLORENTINO,107.5,Fondeo no comercial,393.74
11712,VICTORIA DEL MAR,62.7,Fondeo no comercial,151.2
11714,LIBERTAD I,103.35,Fondeo no comercial,16.84
11711,CAP. TINO B,34.98,Marginal,84.19
11717,SIERRA LOBA,117.73,Internacional,244.53
11798,PATRICIA LYNN,32.9,Marginal,1878.35
11802,ALEJANDRA,42.03,Fondeo no comercial,1973.4
11804,MS FRAM,113.86,Internacional,-0.5
11824,NAZCA,74.25,Fondeo no comercial,1614.94
11795,ARIETE,46.0,Marginal,137.7
11793,CAP. DANNY B,34.98,Marginal,237.34
11822,TUNA II,54.25,Fondeo no comercial,1727.44
11803,BETTY ELIZABETH,34.19,Marginal,1725.21
11800,BERNARDITA B,34.98,Marginal,316.96
11878,AMADA ISABEL,56.94,Fondeo no comercial,1667.01
11340,LUCIA T,52.52,Marginal,294.41
11341,JOSELITO,32.56,Marginal,390.57
11386,DON ALVARO,37.55,Marginal,81.41
11445,DON ALVARO,37.55,Marginal,150.73
11483,OCEAN LADY,37.34,Marginal,170.73
11519,ROMEO,24.08,Fondeo no comercial,66.29
11562,MIRELUR  NO USAR,69.02,Internacional,-44.12
11616,DOÑA LUCIA,69.02,Internacional,791.13
11561,CARMEN D,44.42,Fondeo no comercial,1026.19
11646,EILEEN MARIE,51.6,Marginal,78.52
11654,NORTH QUEEN,35.87,Marginal,161.62
11716,FORTICA,33.28,Fondeo no comercial,261.34
11718,FERNANDITO,27.81,Marginal,239.35
11719,YELISAVA,50.4,Fondeo no comercial,72.2
11715,BERNARDITA B,34.98,Marginal,98.02
11721,ANDREA I,30.23,Marginal,9.59
11799,CAP. TINO B,34.98,Marginal,1696.99
11806,MARIA DE GRACIA,36.58,Marginal,88.15
11815,VICENTE,107.5,Fondeo no comercial,1179.74
11807,ALTAR 10,53.61,Fondeo no comercial,126.14
11808,MARIELLA (ex-Mmaría Francisca),69.66,Fondeo no comercial,41.35
11821,CHASCA,39.87,Fondeo no comercial,2307.78
11809,DON BARTOLO,50.04,Fondeo no comercial,1846.12
11814,MONTELAURA,96.95,Fondeo no comercial,161.63
11880,ORION S,92.23,Fondeo comercial,1146.01
11343,DON ALVARO,37.55,Marginal,185.45
11342,CAP. TINO B,34.98,Marginal,198.13
11413,TARQUI,42.63,Marginal,241.64
11412,DOÑA NANCY,35.94,Marginal,196.22
11449,DIANA MARIA,36.66,Marginal,140.63
11487,MARY LYNN,33.46,Marginal,66.88
11486,ANDREA,33.95,Marginal,67.71
11484,DON ALVARO,37.55,Marginal,163.33
11488,ARIETE,46.0,Marginal,16.61
11558,ESTHERCHO,62.6,Internacional,1375.85
11557,ISABELLA,62.4,Internacional,1246.94
11569,ANDES V,96.0,Fondeo no comercial,21.17
11656,MILENKA C,46.0,Fondeo no comercial,16.56
11722,ALIZE,51.5,Fondeo no comercial,4.87
11811,NORTHERN HIGHWAY,183.7,Internacional,95.11
11820,ANDREA I,30.23,Fondeo no comercial,1704.93
11810,"ALTAR 6 /P-04-00827, ex Kyoshin Maru6",53.51,Marginal,465.01
11801,LUCIA T,52.52,Marginal,2348.34
11805,GOLD TUNA,56.35,Fondeo no comercial,1977.66
11879,EL CONDE,33.33,Marginal,97.4
11881,ALIZE,51.5,Marginal,553.37
11387,VICTORIA DEL MAR,62.7,Fondeo no comercial,106.02
11384,BETTY ELIZABETH,34.19,Marginal,113.1
11414,ANDREA,33.95,Marginal,208.28
11450,VICTORIA DEL MAR,62.7,Internacional,222.88
11491,CHIARA,61.56,Fondeo no comercial,96.6
11490,DANILO C / P-04-0604,28.5,Marginal,216.25
11520,CAP. DANNY B,34.98,Marginal,168.66
11609,FORTICA,33.28,Marginal,-7.43
11555,JULIE L.,77.0,Marginal,79.99
11723,DON ANTONIO,38.91,Marginal,8.53
11724,BALBINA,30.17,Fondeo no comercial,94.84
11725,ROMEO,24.08,Marginal,127.72
11825,ESMERALDA C,78.75,Internacional,889.68
11792,TARQUI,42.63,Marginal,77.26
11812,GIULIETTA,61.56,Internacional,331.23
11813,DON ANTONIO,38.91,Fondeo no comercial,120.4
11882,GIULIETTA,61.56,Fondeo no comercial,1207.94
11883,MIRY ANN  D,50.04,Fondeo no comercial,1690.21
11884,JORGE MARIO,56.2,Internacional,1554.73
11886,BALBINA,30.17,Fondeo no comercial,95.69
12935,CARIBE TUNA,68.64,Internacional,9.81
12976,BERNARDITA B,34.98,Marginal,296.55
12983,ROMEO,24.08,Marginal,307.51
12989,LIBERTAD III,75.41,Fondeo comercial,0.89
12986,ARIETE,46.0,Marginal,173.56
12988,ANDREA,33.95,Marginal,122.36
13052,ANDREA I,30.23,Fondeo no comercial,572.41
15106,DON ANTONIO,38.91,Fondeo no comercial,31.14
15107,DOÑA TULA,48.0,Marginal,150.7
15109,TEMPLARIO I,65.26,Fondeo no comercial,53.83
15112,ALINA,53.85,Fondeo no comercial,33.94
15193,TUNAPESCA,60.44,Fondeo no comercial,20.83
15192,EL CONDE,33.33,Marginal,164.71
15194,ALESHKA,56.93,Internacional,124.62
15272,ANDES IV,88.1,Fondeo no comercial,1.59
15273,GRENADIER.,65.85,Fondeo comercial,480.39
15353,MARIA DE GRACIA,36.58,Marginal,7.24
15422,ALINA,53.85,Marginal,1602.21
15423,MARY LYNN,33.46,Marginal,75.69
17479,JORGE MARIO,56.2,Fondeo no comercial,188.69
17480,DOÑA NANCY,35.94,Marginal,73.29
18605,JUDIBANA,55.44,Fondeo no comercial,10746.95
18588,VALDIVIA B/T.,86.9,Fondeo no comercial,14.21
18584,PACIFIC TUNA,68.83,Internacional,123.87
18582,ADRIA DEL MAR,60.28,Fondeo no comercial,315.06
18589,MARIA ISABEL C,65.84,Fondeo no comercial,354.59
18590,ALESSIA,56.9,Fondeo no comercial,88.58
18674,ROMEO,24.08,Marginal,270.11
12936,DALMACIA C,35.23,Marginal,417.55
12947,LA PEÑA,73.33,Fondeo no comercial,617.67
12990,MARIA DEL CARMEN VI,102.4,Fondeo comercial,119.73
12991,MARIA EULOGIA,59.19,Fondeo no comercial,290.16
13045,ALTAR 10,53.61,Fondeo no comercial,114.61
13044,ALEJANDRA,42.03,Marginal,21.49
15111,BERNARDITA B,34.98,Marginal,123.54
15114,MARIA FATIMA,32.4,Marginal,171.84
15269,OCEAN LADY,37.34,Marginal,434.14
15271,MALULA,55.17,Marginal,146.5
15270,CAP. TINO B,34.98,Marginal,170.46
15351,ALDO,47.85,Fondeo no comercial,317.56
15346,ARIETE,46.0,Marginal,103.22
15426,AMANDA S,71.0,Fondeo no comercial,1301.01
15425,SEA GEM,68.0,Fondeo comercial,303.71
15427,ALESSIA,56.9,Fondeo no comercial,762.64
15428,LA ROSA MISTICA,62.17,Fondeo no comercial,1709.32
15429,LAUTARO,61.7,Fondeo no comercial,1484.08
15430,CHIARA,61.56,Fondeo no comercial,1857.89
18526,ADRIANA,68.75,Fondeo no comercial,310.32
18583,EILEEN MARIE,51.6,Fondeo no comercial,314.38
18585,VICTORIA DEL MAR,62.7,Fondeo no comercial,198.02
18591,GREEN HONDURAS,131.25,Fondeo no comercial,606.8
18592,EL REY.,60.2,Fondeo no comercial,737.0
18593,CANAIMA,71.0,Internacional,173.72
18675,MARIA DE GRACIA,36.58,Fondeo no comercial,27.6
18673,ANDREA,33.95,Marginal,53.85
12941,EL DORADO,41.76,Fondeo no comercial,3.5
12985,EL CONDE,33.33,Marginal,152.46
13048,ORION S,92.23,Fondeo comercial,748.1
13042,EILEEN MARIE,51.6,Marginal,195.19
15115,CHIARA,61.56,Fondeo no comercial,322.95
15197,MILENKA C,46.0,Fondeo no comercial,149.8
15196,ROMEO,24.08,Marginal,246.31
15200,DON BARTOLO,50.04,Fondeo no comercial,10.03
15199,PACIFIC TUNA,68.83,Fondeo no comercial,128.3
15201,DON ANTONIO,38.91,Marginal,143.41
15355,CARMELA,61.31,Internacional,19815.36
15354,JOSELITO,32.56,Marginal,365.29
15431,LIBERTAD VI,88.22,Fondeo no comercial,21.24
15433,CAPE MAY,61.05,Fondeo no comercial,162.41
17481,MARIA ISABEL C,65.84,Fondeo comercial,179.83
18527,TUNAPESCA,60.44,Fondeo no comercial,54.62
18594,TXOPITUNA DOS,77.3,Fondeo no comercial,882.37
18676,MONTECRISTI,39.94,Marginal,140.23
18680,FRIESLAND,89.18,Internacional,508.32
18677,VICTORIA DEL MAR,62.7,Fondeo no comercial,128.04
12938,LIZI,67.29,Fondeo no comercial,646.4
12993,LOS ROQUES,65.39,Fondeo no comercial,124.74
15118,MARY LYNN,33.46,Fondeo no comercial,91.11
15119,PACIFIC TUNA,68.83,Fondeo no comercial,101.85
15117,LUCIA T,52.52,Marginal,339.8
15113,DANILO C / P-04-0604,28.5,Marginal,620.18
15195,DON MARIO,50.43,Marginal,331.61
15356,PESCATUN I,58.0,Internacional,271.76
15357,LA PEÑA,73.33,Fondeo no comercial,3360.31
15435,MARTA LUCIA R,78.33,Internacional,1397.08
17484,CHARO,86.79,Fondeo no comercial,812.2
17482,SEA GEM,68.0,Internacional,873.45
17485,MIRANDA,63.61,Fondeo no comercial,167.32
17483,EL DORADO,41.76,Marginal,826.88
17487,GLORIA C,31.85,Fondeo no comercial,843.18
17486,JO LINDA,40.17,Fondeo no comercial,153.7
18595,NORTH QUEEN,35.87,Fondeo no comercial,174.07
18679,EILEEN MARIE,51.6,Marginal,1038.26
18678,DON ALVARO,37.55,Marginal,128.26
12937,MILENKA C,46.0,Marginal,290.03
12994,ALTAR 8,53.51,Fondeo no comercial,939.24
12984,CAP. DANNY B,34.98,Marginal,102.3
13043,ANDREA,33.95,Marginal,257.02
13060,PATRICIA LYNN,32.9,Marginal,71.34
13046,SEA GEM,68.0,Fondeo comercial,138.92
13047,DANILO C / P-04-0604,28.5,Fondeo no comercial,92.26
15120,SOUTHERN QUEEN,36.8,Marginal,8.59
15116,ALDO,47.85,Marginal,242.62
15202,MARIA FATIMA,32.4,Marginal,15.9
15203,LA ROSA MISTICA,62.17,Internacional,246.41
15207,ANTONIO H,39.53,Marginal,38.72
15198,CLAUDIA L,45.7,Marginal,141.78
15275,LUCIA T,52.52,Fondeo no comercial,199.5
15281,LAUTARO,61.7,Fondeo no comercial,8.85
15279,GIULIETTA,61.56,Fondeo no comercial,84.93
15359,LIBERTAD III,75.41,Fondeo no comercial,14.37
15358,CAP. TINO B,34.98,Marginal,149.42
15424,BERNARDITA B,34.98,Marginal,149.92
17489,ALESHKA,56.93,Internacional,511.69
17488,CHASCA,39.87,Fondeo no comercial,91.11
17490,ANDREA I,30.23,Marginal,116.43
18530,BALBINA,30.17,Fondeo no comercial,93.78
18529,MILENKA C,46.0,Marginal,51.28
18535,NORTH QUEEN,35.87,Marginal,340.1
18597,EL DORADO,41.76,Fondeo no comercial,90.82
18596,BERNARDITA B,34.98,Marginal,1818.77
12940,DON ANTONIO,38.91,Fondeo no comercial,91.58
12997,DON REEFER,126.0,Internacional,40.67
15121,MASAI,55.66,Internacional,647.75
15204,FRIO CONFIDANZE,92.75,Internacional,5926.34
15209,ALTAR 11,55.45,Fondeo no comercial,1371.05
15205,ORION S,92.23,Fondeo comercial,458.48
15208,DOMINADOR I,46.88,Marginal,18.22
15276,BERNARDITA B,34.98,Marginal,147.6
15277,DON ALVARO,37.55,Marginal,136.87
15280,MARIA ISABEL C,65.84,Fondeo comercial,413.94
17491,CAP. TINO B,34.98,Marginal,147.62
18531,GREEN GUATEMALA,131.25,Internacional,125.01
18532,ROMEO,24.08,Fondeo no comercial,842.76
18599,PESCATUN I,58.0,Internacional,95.94
18598,CAP. TINO B,34.98,Marginal,1795.52
18681,RIO AMAZONAS,120.0,Fondeo no comercial,7.42
18683,CHIARA,61.56,Fondeo no comercial,18.78
18682,PACIFIC TUNA,68.83,Fondeo no comercial,55.82
12996,LA ROSA MISTICA,62.17,Internacional,412.14
12995,DON ALVARO,37.55,Fondeo no comercial,78.74
12998,CARMELA,61.31,Fondeo no comercial,196.79
13000,EL DORADO,41.76,Fondeo no comercial,47.8
13053,TUNA II,54.25,Fondeo no comercial,55.56
13050,YELISAVA,50.4,Fondeo no comercial,216.32
13051,FARALLON,119.95,Fondeo no comercial,29.26
13054,TUNA I,45.1,Fondeo no comercial,495.99
13049,GINO D,53.45,Fondeo no comercial,214.81
15206,BETTY ELIZABETH,34.19,Fondeo no comercial,64.66
15213,DOÑA LUCIA,69.02,Fondeo no comercial,46.1
15210,ROCIO,71.5,Fondeo no comercial,220.25
15211,CABO DE HORNOS,67.97,Fondeo comercial,114.32
15282,DOMINADOR I,46.88,Fondeo comercial,214.59
15278,ROMEO,24.08,Marginal,220.17
15283,DOÑA CHULE,51.65,Internacional,196.97
15362,MT SOUTHERN PUMA,156.53,Internacional,18.85
15360,ANDREA,33.95,Marginal,76.24
17492,BERNARDITA B,34.98,Marginal,154.39
17493,ANDREA,33.95,Marginal,522.43
18533,RIO AMAZONAS,120.0,Fondeo no comercial,55.14
18600,DANIELA,59.77,Fondeo no comercial,1581.77
18685,PATILLO,31.13,Fondeo no comercial,893.0
18684,MARIA ISABEL C,65.84,Fondeo no comercial,1344.66
12999,TEMPLARIO I,65.26,Internacional,127.64
13004,EL REY.,60.2,Fondeo no comercial,74.92
15212,ALINA,53.85,Fondeo no comercial,57.94
15286,DIVA MARIA,78.83,Fondeo no comercial,33.98
15363,DON BARTOLO,50.04,Fondeo no comercial,-14.58
15366,TEMPLARIO I,65.26,Internacional,135.84
15365,DOÑA NANCY,35.94,Marginal,264.26
15361,GLORIA C,31.85,Marginal,858.25
15436,TIUNA,61.96,Fondeo no comercial,1403.32
15437,EL DORADO,41.76,Fondeo no comercial,159.44
15439,NAZCA,74.25,Fondeo comercial,1710.91
17494,MARY LYNN,33.46,Marginal,90.76
18606,ANDREA I,30.23,Fondeo no comercial,1799.64
18607,CHASCA,39.87,Marginal,1757.94
18604,MARIA ISABEL,39.13,Fondeo no comercial,76.86
18610,ALESHKA,56.93,Fondeo no comercial,443.49
18611,MARIA FATIMA,32.4,Marginal,148.27
18603,CAP. DANNY B,34.98,Marginal,1831.74
18612,KILLA,39.87,Fondeo no comercial,291.32
18601,LUCY,42.63,Marginal,103.01
18602,TARQUI,42.63,Marginal,592.43
18686,DON ANTONIO,38.91,Fondeo no comercial,354.79
12942,LIBERTAD VI,88.22,Fondeo comercial,13.48
13002,OCEAN LADY,37.34,Marginal,160.95
13007,ROUGHNECK,35.69,Marginal,15706.49
13005,JO LINDA,40.17,Marginal,2504.66
13006,DOÑA MARUJA,45.5,Marginal,2267.59
13001,NORTH QUEEN,35.87,Marginal,140.39
13057,DANILO C / P-04-0604,28.5,Marginal,41.21
13055,GLORIA C,31.85,Marginal,221.44
15123,CAYUDE,62.7,Internacional,4390.98
15122,EL CONDE,33.33,Marginal,143.71
15125,CARIBE TUNA,68.64,Fondeo no comercial,315.32
15214,DON FRANCESCO,67.25,Internacional,150.97
15215,VICTORIA DEL MAR,62.7,Fondeo no comercial,103.55
15216,DON ANTONIO,38.91,Fondeo no comercial,40.58
15285,NORTH QUEEN,35.87,Fondeo no comercial,153.74
15287,ESTHERCHO,62.6,Fondeo no comercial,267.3
15284,MONTECRISTI,39.94,Marginal,101.9
15367,MALULA,55.17,Fondeo no comercial,47.13
18493,FORTICA,33.28,Fondeo no comercial,75.33
18494,DOMINADOR I,46.88,Marginal,145.03
18495,DOÑA MARUJA,45.5,Fondeo no comercial,175.42
18534,BERNARDITA B,34.98,Marginal,127.06
18608,JOSELITO,32.56,Marginal,163.17
18688,SANSUN RANGER,65.14,Fondeo no comercial,1106.9
12943,ENTERPRISE,61.21,Internacional,162.96
12944,CORSARIO I,33.62,Fondeo no comercial,19.74
13003,JOSELITO,32.56,Marginal,143.01
12987,SOUTHERN QUEEN,36.8,Marginal,96.39
13058,RAFFAELLO,58.22,Internacional,11653.32
13056,MARIA DE GRACIA,36.58,Marginal,31.62
13061,LA PEÑA,73.33,Fondeo no comercial,382.05
15126,SANSUN RANGER,65.14,Fondeo no comercial,17.64
15124,EILEEN MARIE,51.6,Marginal,173.12
15217,SANDRA C,60.0,Fondeo comercial,178.12
15222,OLIVIA D,76.5,Internacional,984.05
15339,NATALY,69.6,Fondeo no comercial,344.07
15368,BERNARDITA B,34.98,Marginal,124.57
15369,REM. TUNGURAHUA,28.4,Marginal,19.92
15370,ALESHKA,56.93,Fondeo no comercial,59.21
15442,DOMINADOR I,46.88,Marginal,328.6
15441,ANTONIO H,39.53,Marginal,119.93
15443,ISABELLA,62.4,Internacional,335.35
18536,FORTICA,33.28,Marginal,75.54
18541,ANDREA I,30.23,Marginal,53.01
18613,MIRY ANN  D,50.04,Fondeo no comercial,8420.23
18614,AMADA ISABEL,56.94,Fondeo no comercial,1871.91
18609,DIANA MARIA,36.66,Marginal,95.35
18689,MARIA DE GRACIA,36.58,Marginal,200.66
13008,PACIFIC TUNA,68.83,Fondeo no comercial,222.29
13009,VICENTE,107.5,Internacional,263.31
15127,DOÑA NANCY,35.94,Marginal,94.43
15128,ANTONIO H,39.53,Marginal,-4.94
15130,ALTAR 10,53.61,Fondeo no comercial,142.9
15221,GINO D,53.45,Marginal,334.89
15218,CAP. DANNY B,34.98,Marginal,122.84
15288,FORTICA,33.28,Fondeo no comercial,148.19
15290,MONTENEME,54.6,Marginal,1398.66
15289,CLAUDIA L,45.7,Marginal,149.31
15291,DALMACIA C,35.23,Fondeo no comercial,2909.7
15372,TUNAMAR,76.75,Internacional,310.82
15373,PANAMA TUNA,115.58,Internacional,463.37
15371,CARIBE TUNA,68.64,Fondeo no comercial,79.75
18539,DON MARIO,50.43,Fondeo no comercial,79.17
18537,MARIA FATIMA,32.4,Marginal,102.18
18616,MONTENEME,54.6,Marginal,8092.94
18617,ESTHERCHO,62.6,Fondeo no comercial,7.0
18615,DOÑA MARUJA,45.5,Fondeo no comercial,919.61
18622,JO LINDA,40.17,Fondeo no comercial,918.28
18620,DON ANTONIO,38.91,Fondeo no comercial,132.15
18690,ROCIO,71.5,Fondeo no comercial,56.9
12946,EL REY.,60.2,Fondeo no comercial,29.68
13011,MARIA FATIMA,32.4,Marginal,151.52
13059,NORTH QUEEN,35.87,Marginal,170.83
13063,SEA GEM,68.0,Fondeo comercial,15.93
15129,LUCY,42.63,Marginal,99.54
15133,SEA TUNA I,64.7,Fondeo no comercial,67.28
15134,DON ANTONIO,38.91,Fondeo no comercial,33.72
15219,DON ALVARO,37.55,Marginal,182.94
15223,RIO AMAZONAS,120.0,Fondeo no comercial,18.63
15293,DON FRANCESCO,67.25,Internacional,798.4
15374,ROMEO,24.08,Marginal,319.93
15445,ESTHERCHO,62.6,Fondeo no comercial,2153.2
15440,MILENKA C,46.0,Fondeo no comercial,243.45
15446,CHASCA,39.87,Fondeo no comercial,67.87
18496,DON MARIO,50.43,Fondeo no comercial,90.41
18544,KILLA,39.87,Fondeo no comercial,72.98
18540,GOLD TUNA,56.35,Fondeo no comercial,1149.86
18543,CHASCA,39.87,Marginal,75.54
18621,NUEVA ESPERANZA.,30.2,Marginal,1465.89
18618,ALDO,47.85,Fondeo no comercial,2672.12
18623,CHRISTEL I (EX TASA 311),36.44,Marginal,1466.36
18619,DON MARIO,50.43,Fondeo no comercial,2035.22
18625,TUNA II,54.25,Fondeo no comercial,1532.81
