Registro,Nombre del Buque,Longitud del Buque (Eslora),Muelle Asignado,Retraso Estimado (Horas)
23155,BETTY ELIZABETH,34.19,Fondeo no comercial,1753.25
23157,JO LINDA,45.5,Fondeo no comercial,1949.91
23153,SANSUN RANGER,65.14,Fondeo no comercial,326.98
23154,DON ANTONIO,38.91,Marginal,160.15
23150,DOÑA TULA,48.0,Marginal,119.47
23146,DOÑA NANCY,35.94,Fondeo no comercial,220.55
23149,ALTAR 21,48.0,Fondeo no comercial,130.05
23147,ANDREA,33.95,Marginal,266.08
23148,REINA DE LA PAZ,91.0,Fondeo no comercial,168.04
23142,MARY LYNN,33.46,Marginal,121.6
23143,ALTAR 10,53.61,Fondeo no comercial,83.17
23140,ANTONIO H,46.5,Fondeo no comercial,288.45
23135,ORINOCO II,75.58,Fondeo no comercial,388.14
23145,LIZI,67.29,Fondeo no comercial,2572.16
23144,ROCIO,71.5,Fondeo no comercial,1955.49
23141,FORTICA,33.28,Fondeo no comercial,388.13
23139,EILEEN MARIE,51.6,Marginal,208.11
23138,DOMINADOR I,46.88,Fondeo no comercial,154.95
23137,EL DORADO,41.76,Fondeo no comercial,2002.48
23136,ORION S,92.23,Fondeo no comercial,287.59
23134,ALTAR 8,53.51,Fondeo no comercial,150.69
23133,ROSITA C,84.0,Fondeo no comercial,41.25
23130,SOUTHERN QUEEN,36.8,Marginal,129.78
23131,JOSELITO,32.56,Marginal,170.3
23129,ANTONIO H,46.5,Marginal,5.0
23114,GIULIETTA,61.56,Fondeo no comercial,81.2
23112,PATRICIA LYNN,32.9,Marginal,6031.95
23113,ADRIANA,68.75,Fondeo no comercial,28.71
23110,CAP. TINO B,34.98,Marginal,125.66
23111,ALTAR 11,55.45,Fondeo no comercial,126.2
23109,MILENKA C,46.0,Fondeo no comercial,120.69
23108,GLORIA C,31.45,Fondeo no comercial,188.34
23107,EL CONDE,33.33,Fondeo no comercial,149.53
23106,ADRIANA,68.75,Fondeo no comercial,35.45
23104,NORTH QUEEN,35.87,Marginal,196.5
23105,DON F,63.24,Fondeo no comercial,194.71
23103,ANDREA,33.95,Marginal,117.74
23102,DON ALVARO,39.74,Fondeo no comercial,100.0
23101,ALTAR 10,53.61,Fondeo no comercial,97.64
23100,MIRANDA,63.61,Fondeo no comercial,78.99
23098,TIUNA,61.96,Fondeo no comercial,75.2
23099,ALMIRANTE I,66.0,Fondeo no comercial,147.37
23094,MARIA DE GRACIA,36.58,Marginal,386.36
23096,DON ANTONIO,38.91,Fondeo no comercial,94.38
23097,DON F,63.24,Fondeo no comercial,14.89
23095,ALDO,47.85,Fondeo no comercial,148.61
23092,MARY LYNN,33.46,Marginal,122.47
23093,ALESSIA,56.9,Fondeo no comercial,345.98
23091,CHIARA,61.56,Fondeo no comercial,55.91
23088,CAP. BERNY B,65.1,Internacional,176.56
23089,SEA TUNA I,64.7,Fondeo no comercial,311.83
23065,TXOPITUNA,67.38,Fondeo no comercial,53.53
23063,TARQUI,49.08,Marginal,168.21
23062,LUCY,42.63,Marginal,149.38
23059,FORTICA,33.28,Fondeo no comercial,338.04
23061,KONTIKI WAYRA,38.25,Marginal,261.85
23060,EL CONDE,33.33,Marginal,187.87
23058,VENTUARI,67.68,Fondeo no comercial,265.96
23055,LUCIA T,52.52,Fondeo no comercial,312.8
23053,BETTY ELIZABETH,34.19,Fondeo no comercial,144.8
23054,CAP. DANNY B,34.98,Marginal,32.68
23056,DON MARIO,50.43,Marginal,23.99
23050,SISARGAS,79.8,Fondeo no comercial,96.5
23052,ANDREA 1,78.8,Fondeo no comercial,214.08
23048,EILEEN MARIE,51.6,Marginal,390.99
23047,GOLD TUNA,56.35,Fondeo no comercial,301.0
23049,ARIETE,46.0,Marginal,217.47
23045,DON ANTONIO,38.91,Marginal,285.75
23057,RUA HATU,11.0,Marginal,122.84
23044,ANDREA,33.95,Fondeo no comercial,133.6
23046,FERNANDITO,27.81,Fondeo no comercial,2553.2
23043,NATALY,69.6,Fondeo no comercial,3.74
23041,SANSUN RANGER,65.14,Fondeo no comercial,376.26
23042,ROCKOLA,10.6,Fondeo no comercial,597.09
23035,DON MARIO,50.43,Marginal,171.06
23036,NORTH QUEEN,35.87,Marginal,195.67
23034,CAP. TINO B,34.98,Marginal,295.78
23040,KONTIKI WAYRA,38.25,Fondeo no comercial,193.39
23017,ALESSIA,56.9,Fondeo no comercial,58.83
23014,LIZANNY Z,55.68,Marginal,219.98
23016,CARMEN D,44.42,Fondeo no comercial,169.93
23015,GIULIETTA,61.56,Fondeo no comercial,83.32
23012,JOSELITO,32.56,Marginal,219.28
23011,YELISAVA,50.4,Fondeo no comercial,170.07
23010,MARIA DE GRACIA,36.58,Marginal,512.56
23007,ALDO,47.85,Marginal,148.03
23009,CHIARA,61.56,Fondeo no comercial,58.83
23006,MARIA FATIMA,32.4,Marginal,584.83
23008,TUNAPESCA,66.44,Fondeo no comercial,298.75
23005,ORINOCO II,75.58,Fondeo no comercial,215.09
23004,DOÑA TULA,48.0,Marginal,195.06
23003,LOS ROQUES,65.39,Fondeo no comercial,1035.04
22937,PATRICIA LYNN,32.9,Marginal,1042.29
23001,BERNARDITA B,34.98,Marginal,128.34
22999,EL CONDE,33.33,Marginal,123.36
22998,ANDREA,33.95,Marginal,153.76
23000,DIANA MARIA,36.66,Marginal,416.62
23002,ORION S,92.23,Fondeo no comercial,362.87
22996,DOÑA MARUJA,48.5,Fondeo no comercial,47.93
22995,CAP. BERNY B,65.1,Fondeo no comercial,137.45
22997,VENTUARI,67.68,Fondeo no comercial,33.52
22976,VENTUARI,67.68,Fondeo no comercial,317.01
22968,CAP. DANNY B,34.98,Marginal,147.19
22966,ARIETE,46.0,Marginal,223.32
22973,ROCIO,71.5,Fondeo no comercial,33.75
22965,DOÑA TULA,48.0,Marginal,136.79
22967,VICTORIA,113.08,Fondeo no comercial,8.97
22964,CANAIMA,71.0,Fondeo no comercial,106.73
22963,ALTAR 21,48.0,Fondeo no comercial,102.31
22961,ALINA,53.85,Fondeo no comercial,38.08
22962,DON IGILIO,62.96,Fondeo no comercial,246.36
22958,SOUTHERN QUEEN,36.8,Marginal,75.6
22957,GLORIA C,31.45,Marginal,199.85
22954,TARQUI,49.08,Marginal,99.87
22960,JO LINDA,45.5,Fondeo no comercial,30.26
22959,FARALLON,119.95,Fondeo no comercial,7.26
22956,ALTAR 10,53.61,Fondeo no comercial,127.76
22955,ANDREA 1,78.8,Fondeo no comercial,41.84
22953,TUNAPESCA,66.44,Fondeo no comercial,177.28
22949,BARAKA,64.8,Internacional,336.0
22950,LUCIA T,52.52,Marginal,216.13
22940,VICTORIA DEL MAR,62.7,Fondeo no comercial,128.44
22951,HELLAS TUNA,82.63,Fondeo no comercial,826.08
22947,DON ALVARO,39.74,Marginal,80.13
22945,ADRIA DEL MAR,60.28,Internacional,418.8
22948,NATALY,69.6,Fondeo no comercial,29.19
22943,ALESSIA,56.9,Fondeo no comercial,30.55
22946,ALTAR 8,53.51,Fondeo no comercial,214.53
22939,PACIFIC TUNA,68.83,Fondeo no comercial,173.27
22942,DOÑA NANCY,35.94,Marginal,338.93
22941,PERLA DEL MAR,62.75,Fondeo no comercial,4355.34
22944,UGAVI,81.0,Fondeo no comercial,-2.58
22952,JORGE MARIO,56.2,Fondeo no comercial,201.84
22936,BERNARDITA B,34.98,Marginal,177.2
22938,EL CONDE,33.33,Fondeo no comercial,198.43
22935,ANDREA,33.95,Marginal,123.43
22934,JOSELITO,32.56,Marginal,306.09
22933,KONTIKI WAYRA,38.25,Fondeo no comercial,413.56
22932,LIZI,67.29,Fondeo no comercial,122.23
22923,GOLD TUNA,56.35,Fondeo no comercial,244.37
22906,NAZCA,74.25,Fondeo no comercial,285.78
22902,SEA TUNA I,64.7,Fondeo no comercial,222.91
22903,SOUTHERN QUEEN,36.8,Fondeo no comercial,51.69
22901,CHIARA,61.56,Fondeo no comercial,25.38
22899,LIZANNY Z,55.68,Fondeo no comercial,168.87
22897,ARIETE,46.0,Marginal,149.15
22898,LUCY,42.63,Marginal,149.31
22900,DOÑA MARUJA,48.5,Fondeo no comercial,29.6
22896,DON ALVARO,39.74,Fondeo no comercial,138.94
22895,CAP. TINO B,34.98,Marginal,55.33
22893,CAP. DANNY B,34.98,Fondeo no comercial,77.78
22892,SANSUN RANGER,65.14,Fondeo no comercial,703.59
22888,ANTONIO H,46.5,Fondeo no comercial,123.78
22891,KONTIKI WAYRA,38.25,Fondeo no comercial,282.61
22894,TUNA I,45.1,Fondeo no comercial,26.78
22890,ALTAR 11,55.45,Fondeo no comercial,134.51
22885,UGAVI DOS,77.44,Fondeo no comercial,26.94
22884,SISARGAS,79.8,Fondeo no comercial,9.01
22882,DON ANTONIO,38.91,Marginal,176.3
22886,ALINA,53.85,Fondeo no comercial,77.93
22883,DON IGILIO,62.96,Fondeo no comercial,106.13
22880,OCEAN LADY,37.34,Fondeo no comercial,1948.59
22856,TUNAPESCA,66.44,Fondeo no comercial,51.59
22853,ROCIO,71.5,Fondeo no comercial,96.77
22854,GRENADIER,59.86,Fondeo no comercial,166.4
22855,FORTICA,33.28,Fondeo no comercial,28.8
22862,JEANNINE,68.0,Fondeo no comercial,4348.32
22852,FUJI,56.54,Fondeo no comercial,1272.52
22848,MARY LYNN,33.46,Fondeo no comercial,119.0
22844,DOÑA TULA,48.0,Marginal,110.7
22849,NO.2 POHAH,113.38,Internacional,253.96
22850,ORINOCO II,75.58,Fondeo no comercial,24.84
22847,VICTORIA DEL MAR,62.7,Fondeo no comercial,199.76
22842,NORTH QUEEN,35.87,Marginal,284.77
22843,NATALY,69.6,Fondeo no comercial,2.67
22841,REINA DE LA PAZ,91.0,Fondeo no comercial,166.87
22839,GLORIA C,31.45,Fondeo no comercial,76.5
22840,DOÑA ROGE,56.97,Fondeo no comercial,57.03
22838,PACIFIC TUNA,68.83,Fondeo no comercial,286.67
22837,YARA,54.58,Fondeo no comercial,124.56
22836,MARIA FATIMA,32.4,Marginal,127.14
22834,ADRIA DEL MAR,60.28,Fondeo no comercial,177.56
22845,ORINOCO II,75.58,Fondeo no comercial,194.79
22835,BETTY ELIZABETH,34.19,Fondeo no comercial,67.22
22833,DOMINADOR I,46.88,Marginal,106.66
22832,SEABOURN SOJOURN,198.15,Internacional,35.4
22831,MARIA JOSE,60.04,Fondeo no comercial,94.4
22830,MARIA DE GRACIA,36.58,Fondeo no comercial,273.62
22829,ANDREA,33.95,Marginal,145.31
22828,MARIA FATIMA,32.4,Fondeo no comercial,16.0
22827,DIANA MARIA,36.66,Marginal,74.8
22851,ANZU,27.08,Fondeo no comercial,1598.63
22797,FARALLON,119.95,Fondeo no comercial,6.61
22798,RIO AMAZONAS,120.0,Fondeo no comercial,7.11
22800,GRAN ROQUE,91.1,Fondeo no comercial,591.21
22799,KONTIKI WAYRA,38.25,Fondeo no comercial,749.48
22796,LIZANNY Z,55.68,Fondeo no comercial,238.59
22795,GLORIA C,31.45,Fondeo no comercial,266.7
22793,CAP. TINO B,34.98,Fondeo no comercial,177.89
22794,OCEAN LADY,37.34,Fondeo no comercial,430.81
22790,MARY LYNN,33.46,Marginal,217.65
22792,SANSUN RANGER,65.14,Fondeo no comercial,419.25
22791,VENTUARI,67.68,Internacional,196.45
22789,FALCON,78.14,Fondeo no comercial,2049.61
22787,LA PEÑA,73.33,Fondeo no comercial,242.81
22786,DON FRANCESCO,67.25,Fondeo no comercial,1631.48
22785,CANAIMA,71.0,Fondeo no comercial,832.92
22782,DIANA MARIA,36.66,Marginal,391.89
22783,CHARO,86.79,Internacional,17.25
22781,ALESSIA,56.9,Fondeo no comercial,131.25
22778,ANDREA,33.95,Marginal,431.86
22780,KONTIKI WAYRA,38.25,Fondeo no comercial,208.22
22779,TUNAMAR,76.75,Fondeo no comercial,382.97
22777,DIVA MARIA,78.83,Fondeo no comercial,24.06
22776,HELLAS TUNA,82.63,Fondeo no comercial,919.23
22775,TUNAPESCA,66.44,Fondeo no comercial,321.84
22757,MARY LYNN,33.46,Marginal,170.43
22754,DIANA MARIA,36.66,Marginal,63.73
22753,CAP. TINO B,34.98,Fondeo no comercial,91.87
22758,FORTICA,33.28,Fondeo no comercial,19.4
22748,CAP. BERNY B,65.1,Internacional,114.44
22747,BETTY ELIZABETH,34.19,Fondeo no comercial,95.34
22752,ALTAR 8,53.51,Fondeo no comercial,81.07
22749,DON ALVARO,39.74,Fondeo no comercial,1206.5
22751,BARAKA,64.8,Fondeo no comercial,1342.12
22746,KONTIKI WAYRA,38.25,Fondeo no comercial,241.3
22745,ALTAR 10,53.61,Fondeo no comercial,105.52
22741,AMALIS,44.05,Marginal,15.91
22743,CAPE FERRAT,82.65,Fondeo no comercial,137.62
22742,JANE IV,78.5,Fondeo no comercial,1384.88
22744,OCEAN LADY,37.34,Fondeo no comercial,101.17
22739,DON MARIO,50.43,Fondeo no comercial,164.7
22740,ALTAR 11,55.45,Fondeo no comercial,57.39
22738,ANDREA,33.95,Fondeo no comercial,46.82
22737,ALEJANDRA,42.03,Fondeo no comercial,4125.53
22735,TXOPITUNA DOS,67.44,Fondeo no comercial,2210.99
22734,PS-1,56.8,Fondeo no comercial,1651.08
22733,L JUBICA,89.28,Fondeo no comercial,123.63
22731,TARQUI,49.08,Marginal,691.79
22732,KONTIKI WAYRA,38.25,Fondeo no comercial,72.75
22730,EL REY.,60.2,Fondeo no comercial,1345.02
22728,GIULIETTA,61.56,Fondeo no comercial,1421.99
22727,AMADA ISABEL,56.94,Fondeo no comercial,1586.94
22726,DIANA MARIA,36.66,Marginal,96.65
22720,DOÑA LUCIA,69.02,Fondeo no comercial,5336.23
22725,CARIBE TUNA,68.64,Fondeo no comercial,895.54
22724,MARIA FATIMA,32.4,Marginal,177.59
22723,JUAN PABLO II.,93.0,Fondeo no comercial,238.31
22721,ISABELLA,62.4,Fondeo no comercial,1618.11
22719,ANDREA,33.95,Marginal,138.26
22729,CHASCA,39.87,Fondeo no comercial,1858.49
22722,UGAVI,81.0,Internacional,1553.83
22707,CARMELA,61.31,Fondeo no comercial,7812.0
22704,LUCIA T,52.52,Fondeo no comercial,2040.96
22708,CAYO CRASQUI,68.8,Fondeo no comercial,175.63
22713,CAP. TINO B,34.98,Marginal,74.12
22710,LIZANNY Z,55.68,Fondeo no comercial,136.17
22711,FORTICA,33.28,Fondeo no comercial,335.18
22718,MIRANDA,63.61,Fondeo no comercial,1811.41
22677,ALMIRANTE I,66.0,Fondeo no comercial,1992.61
22676,EL DORADO,41.76,Fondeo no comercial,28.4
22674,MONTECRISTI,41.1,Marginal,1958.95
22675,TXOPITUNA,67.38,Fondeo no comercial,45.86
22679,ANDREA 1,78.8,Internacional,40.61
22673,KONTIKI WAYRA,38.25,Fondeo no comercial,247.52
22672,MARY LYNN,33.46,Marginal,142.93
22670,EILEEN MARIE,51.6,Fondeo no comercial,208.33
22669,YELISAVA,50.4,Fondeo no comercial,2205.7
22668,NATALY,69.6,Fondeo no comercial,28.66
22667,ALIZE,51.5,Fondeo no comercial,9991.52
22666,BETTY ELIZABETH,34.19,Fondeo no comercial,71.86
22665,EL REY.,60.2,Fondeo no comercial,161.52
22663,SOUTHERN QUEEN,36.8,Marginal,33.21
22664,KONTIKI WAYRA,38.25,Fondeo no comercial,69.71
22662,JORGE MARIO,56.2,Fondeo no comercial,-0.32
22660,LIZI,67.29,Fondeo no comercial,315.58
22659,PERLA DEL MAR,62.75,Internacional,3154.62
22658,ANDREA,33.95,Marginal,101.27
22628,GINO D,53.45,Fondeo no comercial,786.19
22629,KONTIKI WAYRA,38.25,Fondeo no comercial,40.21
22627,DOÑA MARUJA,48.5,Fondeo no comercial,58.6
22626,JO LINDA,45.5,Fondeo no comercial,83.33
22622,ANTONIO H,46.5,Marginal,257.12
22625,ALDO,47.85,Fondeo no comercial,119.43
22624,PESCATUN I,58.0,Fondeo no comercial,65.1
22623,KONTIKI WAYRA,38.25,Marginal,56.88
22621,LIZANNY Z,55.68,Fondeo no comercial,279.48
22620,BERNARDITA B,34.98,Marginal,104.68
22619,ANDREA,33.95,Fondeo no comercial,5.78
22617,DALMACIA C,35.23,Fondeo no comercial,3342.38
22618,CORSARIO III,29.26,Fondeo no comercial,-0.67
22615,LUCIA T,52.52,Fondeo no comercial,268.51
22616,DIANA MARIA,36.66,Marginal,27.92
22614,KONTIKI WAYRA,38.25,Fondeo no comercial,32.43
22613,MIRANDA,63.61,Fondeo no comercial,150.44
22612,MILENKA C,46.0,Fondeo no comercial,121.83
22611,MARY LYNN,33.46,Marginal,146.49
22610,TXOPITUNA DOS,67.44,Fondeo no comercial,93.55
22609,VENTUARI,67.68,Internacional,1184.34
22606,DIANA MARIA,36.66,Marginal,104.41
22608,ALINA,53.85,Fondeo no comercial,481.23
22603,ANDREA,33.95,Marginal,140.73
22607,DON BARTOLO,50.04,Fondeo no comercial,1.89
22605,MARIA DE GRACIA,36.58,Fondeo no comercial,7.95
22602,EL CONDE,33.33,Marginal,104.09
22604,ALEXA R.,22.88,Fondeo no comercial,3.32
22601,SOUTHERN QUEEN,36.8,Fondeo no comercial,55.16
22599,NORTH QUEEN,35.87,Marginal,102.37
22600,DIVA MARIA,78.83,Fondeo no comercial,445.48
22585,KONTIKI WAYRA,38.25,Fondeo no comercial,402.74
22583,ARIETE,46.0,Fondeo no comercial,125.3
22580,CAP. DANNY B,34.98,Marginal,95.34
22581,TUNAMAR,76.75,Fondeo no comercial,1019.25
22578,MONTECRISTI,41.1,Marginal,310.92
22582,VICTORIA,113.08,Fondeo no comercial,47.98
22577,RIO LEA,85.0,Fondeo no comercial,17331.26
22575,LUCY,42.63,Marginal,100.01
22576,KONTIKI WAYRA,38.25,Fondeo no comercial,104.19
22574,CANAIMA,71.0,Fondeo no comercial,658.1
22572,NORTH QUEEN,35.87,Marginal,152.1
22567,MARY LYNN,33.46,Marginal,79.16
22571,MARIA REINA,100.59,Fondeo no comercial,723.82
22570,KONTIKI WAYRA,38.25,Fondeo no comercial,30.58
22569,ISABELLA,62.4,Fondeo no comercial,201.28
22564,GLORIA C,31.45,Fondeo no comercial,221.13
22566,ORINOCO II,75.58,Fondeo no comercial,1475.95
22565,CAPE BRETON,83.25,Fondeo no comercial,5.32
22568,GIULIETTA,61.56,Fondeo no comercial,5.79
22563,PS-1,56.8,Fondeo no comercial,127.18
22560,DOÑA TULA,48.0,Marginal,168.74
22557,FORTICA,33.28,Fondeo no comercial,209.96
22558,JORGE MARIO,56.2,Fondeo no comercial,799.45
22561,CARMELA,61.31,Fondeo no comercial,610.91
22559,SEA TUNA I,64.7,Fondeo no comercial,370.91
22549,PESCATUN I,58.0,Fondeo no comercial,28.02
22556,ALTAR 21,48.0,Fondeo no comercial,124.17
22523,UPAR,60.07,Fondeo no comercial,1372.48
22547,ALFA-007,107.3,Fondeo no comercial,4.68
22555,JUAN PABLO II.,93.0,Fondeo no comercial,119.17
22552,EL CONDE,33.33,Marginal,57.0
22553,MIRY ANN  D,50.04,Fondeo no comercial,146.97
22554,KONTIKI WAYRA,38.25,Fondeo no comercial,112.58
22562,CAPE COD,195.5,Internacional,341.26
22551,CHIARA,61.56,Fondeo no comercial,279.51
22550,DOÑA CHULE,51.65,Fondeo no comercial,122.2
22502,MARIA DE GRACIA,36.58,Fondeo no comercial,10.02
22497,UGAVI DOS,77.44,Fondeo no comercial,1505.64
22498,JOCAY,91.1,Fondeo no comercial,1458.2
22500,TUNAPESCA,66.44,Fondeo no comercial,1334.82
22499,CHARO,86.79,Fondeo no comercial,1673.05
22493,VICTORIA DEL MAR,62.7,Fondeo no comercial,1664.59
22503,ADRIANA,68.75,Fondeo no comercial,2768.04
22512,GRAN ROQUE,91.1,Fondeo no comercial,1583.56
22496,LIZI,67.29,Fondeo no comercial,1459.06
22494,ALESSIA,56.9,Fondeo no comercial,1480.48
22491,ANTONIO H,39.53,Fondeo no comercial,112.93
22492,DOMINADOR I,46.88,Fondeo no comercial,1638.93
22489,MARIA FATIMA,32.4,Marginal,549.62
22490,BETTY ELIZABETH,34.19,Fondeo no comercial,1748.0
22487,SOUTHERN QUEEN,36.8,Marginal,125.36
22486,CAP. TINO B,34.98,Fondeo no comercial,1767.98
22488,ALTAR 8,53.51,Fondeo no comercial,149.78
22470,LOS ROQUES,65.39,Fondeo no comercial,4278.9
22479,LUCIA T,52.52,Fondeo no comercial,234.76
22485,DON ALVARO,39.74,Fondeo no comercial,56.37
22484,TARQUI,42.63,Marginal,136.24
22483,BARAKA,64.8,Fondeo no comercial,242.64
22480,PESCATUN I,58.0,Fondeo no comercial,294.81
22482,ARIETE,46.0,Marginal,27.64
22481,PS-1,56.8,Fondeo no comercial,161.9
22478,CAYUDE,62.7,Fondeo no comercial,2194.69
22473,LIZANNY Z,55.68,Fondeo no comercial,125.99
22477,LUCY,42.63,Marginal,46.36
22476,MARIA DE GRACIA,36.58,Marginal,224.28
22475,SAAM JAROCHO,30.5,Marginal,18.6
22474,CAP. DANNY B,34.98,Marginal,123.35
22472,EILEEN MARIE,51.6,Fondeo no comercial,101.98
22471,FORTICA,33.28,Fondeo no comercial,121.0
22469,DOÑA NANCY,35.94,Marginal,168.93
22444,GIULIETTA,61.56,Fondeo no comercial,29.13
22441,EL CONDE,33.33,Marginal,125.32
22443,TXOPITUNA DOS,67.44,Fondeo no comercial,136.42
22440,ISABELLA,62.4,Fondeo no comercial,202.27
22439,NORTH QUEEN,35.87,Marginal,201.59
22438,MARY LYNN,33.46,Marginal,121.19
22437,DON ANTONIO,38.91,Marginal,9.12
22434,CAP. BERNY B,65.1,Marginal,81.48
22436,MONTECRISTI,41.1,Marginal,147.36
22435,CANAIMA,71.0,Internacional,105.96
22433,LUCY,42.63,Marginal,98.92
22430,GINO D,53.45,Fondeo no comercial,162.71
22432,CARMEN D,44.42,Fondeo no comercial,27.25
22429,ANTONIO H,39.53,Marginal,82.41
22428,CAP. TINO B,34.98,Marginal,51.67
22427,TUNAMAR,76.75,Fondeo no comercial,152.79
22426,JORGE MARIO,56.2,Fondeo no comercial,820.62
22423,AMANDA S,71.0,Fondeo no comercial,344.42
22422,ANDREA,33.95,Marginal,123.73
22424,ALTAR 10,53.61,Fondeo no comercial,941.97
22421,DON ANTONIO,38.91,Marginal,93.25
22425,SEA GEM,68.0,Internacional,372.68
22420,KILLA,39.87,Fondeo no comercial,3122.57
22417,DON ALVARO,37.55,Marginal,126.19
22419,DOÑA LUCIA,69.02,Fondeo no comercial,918.38
22408,DON MARIO,50.43,Marginal,195.01
22414,BERNARDITA B,34.98,Marginal,196.13
22412,LUCIA T,52.52,Fondeo no comercial,380.07
22418,ALTAR 11,55.45,Fondeo no comercial,160.08
22416,TUNAPESCA,66.44,Fondeo no comercial,101.58
22406,ALDO,47.85,Fondeo no comercial,197.24
22407,PACIFIC TUNA,68.83,Marginal,144.05
22411,SOUTHERN QUEEN,36.8,Fondeo no comercial,124.86
22413,CAYO CRASQUI,68.8,Fondeo no comercial,536.07
22415,REINA DE LA PAZ,91.0,Fondeo no comercial,45.64
22365,COSMOS,48.55,Fondeo no comercial,478.13
22383,PERLA DEL MAR,62.75,Fondeo no comercial,26.68
22381,ALIZE,51.5,Fondeo no comercial,1352.27
22351,IGNACIO MAR I.,49.5,Fondeo no comercial,333.1
22380,SOUTHERN QUEEN,36.8,Marginal,52.78
22378,ROSSANA L,55.17,Fondeo no comercial,149.92
22377,ANDREA,33.95,Marginal,147.84
22379,PESCATUN I,58.0,Fondeo no comercial,342.03
22376,NORTH QUEEN,35.87,Fondeo no comercial,193.52
22375,ADRIA DEL MAR,60.28,Fondeo no comercial,225.36
22370,JOSELITO,32.56,Marginal,290.76
22384,EMILIO,72.0,Fondeo no comercial,8994.67
22374,DIANA MARIA,36.66,Fondeo no comercial,218.87
22372,EL CONDE,33.33,Marginal,33.11
22368,ARIETE,46.0,Marginal,172.22
22369,DOÑA TULA,48.0,Marginal,148.26
22367,CAP. TINO B,34.98,Marginal,196.91
22371,CAYUDE,62.7,Fondeo no comercial,76.96
22366,MILENKA C,46.0,Fondeo no comercial,-6.52
22362,SOUTHERN QUEEN,36.8,Marginal,128.4
22363,ALINA,53.85,Fondeo no comercial,30.85
22361,ALEJANDRA,42.03,Fondeo no comercial,368.38
22356,DALMACIA C,35.23,Fondeo no comercial,112.29
22353,LUCY,42.63,Marginal,95.35
22357,AMADA ISABEL,56.94,Internacional,128.74
22360,JORGE MARIO,56.2,Fondeo no comercial,172.26
22358,ROSA F.,51.65,Fondeo no comercial,-4.22
22359,CARMELA,61.31,Fondeo no comercial,550.66
22355,ALTAR 10,53.61,Fondeo no comercial,87.54
22333,HELLAS TUNA,82.63,Fondeo no comercial,489.83
22332,TUNAPESCA,66.44,Fondeo no comercial,392.15
22334,BERNARDITA B,34.98,Marginal,51.83
22321,CAP. BERNY B,65.1,Fondeo no comercial,237.35
22331,REINA DE LA PAZ,91.0,Fondeo no comercial,218.01
22330,L JUBICA,89.28,Fondeo no comercial,140.0
22329,RICKY A,67.3,Fondeo no comercial,167.85
22322,CAP. DANNY B,34.98,Marginal,150.02
22319,ANDREA,33.95,Marginal,147.63
22326,DON MARIO,50.43,Fondeo no comercial,343.39
22320,ANTONIO H,39.53,Marginal,225.9
22324,AMADA ISABEL,56.94,Fondeo no comercial,29.23
22323,JORGE MARIO,56.2,Fondeo no comercial,123.46
22318,TUNAMAR,76.75,Fondeo no comercial,321.91
22315,PERLA DEL MAR,62.75,Fondeo no comercial,752.82
22317,DON IGILIO,62.96,Fondeo no comercial,4.02
22316,MIRY ANN  D,50.04,Fondeo no comercial,977.21
22313,PACIFIC TUNA,68.83,Fondeo no comercial,7.52
22311,ALDO,47.85,Fondeo no comercial,170.41
22312,TXOPITUNA DOS,67.44,Fondeo no comercial,170.1
22310,ADRIA DEL MAR,60.28,Fondeo no comercial,168.68
22314,EILEEN MARIE,51.6,Marginal,103.72
22308,BERNARDITA B,34.98,Marginal,188.19
22309,BRIO FAITH,122.2,Internacional,131.73
22305,NORTH QUEEN,35.87,Marginal,145.76
22307,ORINOCO II,75.58,Internacional,58.75
22306,ARIETE,46.0,Marginal,171.08
22304,DANIELA,59.77,Internacional,489.03
22302,DOMENICA L,34.59,Marginal,149.49
22303,ALTAR 21,48.0,Fondeo no comercial,289.41
22293,DOÑA TULA,48.0,Marginal,149.43
22300,VICTORIA DEL MAR,62.7,Fondeo no comercial,152.83
22292,YOLANDA L,66.46,Fondeo no comercial,246.49
22299,SEABULK NEBRASKA,62.49,Internacional,316.37
22291,GLORIA C,31.45,Fondeo no comercial,170.82
22290,TARQUI,42.63,Marginal,122.59
22289,JOSELITO,32.56,Marginal,187.94
22297,ALESSIA,56.9,Fondeo no comercial,27.9
22296,EL DORADO,41.76,Marginal,45.43
22295,CANAIMA,71.0,Fondeo no comercial,102.29
22294,AURORA B,84.1,Fondeo no comercial,289.2
22286,CAYO CRASQUI,68.8,Internacional,174.04
22270,SEA TUNA I,64.7,Fondeo no comercial,244.98
22298,UPAR,60.07,Fondeo no comercial,105.78
22287,ORINOCO II,75.58,Fondeo no comercial,171.91
22251,MONONOK,120.7,Internacional,553.21
22250,LUCY,42.63,Marginal,123.06
22254,CLAUDIA L,45.7,Fondeo no comercial,5.46
22252,MIRANDA,63.61,Internacional,153.2
22253,ALTAR 8,53.51,Fondeo no comercial,50.79
22347,MONICA,43.0,Marginal,1244.5
22249,RAFA A,41.73,Marginal,169.34
22248,PESCATUN I,58.0,Fondeo no comercial,389.84
22246,EL CONDE,33.33,Marginal,124.89
22239,DON ALVARO,37.55,Marginal,99.71
22247,DON MARIO,50.43,Marginal,90.57
22242,RICKY A,67.3,Fondeo no comercial,118.53
